               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  18,            0.017817,            0.022233,          0.00065384,             0.95803,             0.97809,             0.99112,             0.82693,            0.015067,           0.0056946,          0.00021816,           0.0098405,           0.0098405,           0.0098405
                  19,            0.017879,            0.022115,           0.0006119,             0.97834,             0.97728,             0.99279,             0.82946,            0.015204,           0.0055348,          0.00037842,           0.0098213,           0.0098213,           0.0098213
                  20,            0.017439,            0.022292,          0.00057857,              0.9757,             0.96226,             0.99047,             0.82964,            0.015167,           0.0056135,          0.00039439,           0.0098011,           0.0098011,           0.0098011
                  21,            0.017442,            0.021965,          0.00057675,             0.97905,             0.95703,             0.99074,             0.83831,            0.015254,           0.0055354,          0.00024961,           0.0097798,           0.0097798,           0.0097798
                  22,            0.017053,            0.021636,          0.00059259,             0.98511,             0.96707,             0.99266,             0.83926,            0.015078,           0.0055347,          0.00030034,           0.0097574,           0.0097574,           0.0097574
                  23,            0.017284,            0.021832,          0.00062005,             0.98062,              0.9636,             0.99101,             0.84257,            0.014966,           0.0054829,          0.00024677,            0.009734,            0.009734,            0.009734
                  24,            0.017018,            0.021862,          0.00053666,             0.97434,             0.97558,             0.99213,             0.83842,            0.014968,            0.005472,          0.00015346,           0.0097095,           0.0097095,           0.0097095
                  25,            0.016919,            0.021789,          0.00058822,             0.96945,             0.97289,             0.99149,             0.84347,            0.015355,           0.0055422,          0.00016759,            0.009684,            0.009684,            0.009684
                  26,            0.017257,            0.021287,          0.00054599,             0.97875,             0.96511,             0.99218,             0.84416,            0.015111,           0.0054435,          0.00018247,           0.0096575,           0.0096575,           0.0096575
                  27,            0.016935,             0.02194,          0.00061073,             0.96994,             0.97373,             0.99186,             0.84461,            0.014945,           0.0054297,          0.00016963,           0.0096299,           0.0096299,           0.0096299
                  28,            0.016749,            0.020708,          0.00056035,             0.98005,             0.96741,             0.99183,             0.85176,            0.014575,           0.0054458,          0.00015134,           0.0096013,           0.0096013,           0.0096013
                  29,            0.016985,            0.021856,          0.00048587,             0.97928,             0.96184,             0.99017,             0.83838,            0.014783,           0.0054613,          0.00018581,           0.0095717,           0.0095717,           0.0095717
                  30,            0.016618,            0.021076,           0.0005584,             0.97893,              0.9573,             0.98987,             0.83964,            0.014947,           0.0055828,          0.00023574,           0.0095411,           0.0095411,           0.0095411
                  31,            0.016774,            0.020647,          0.00057637,             0.97714,             0.97139,             0.99155,             0.84481,            0.014962,           0.0054722,          0.00040602,           0.0095095,           0.0095095,           0.0095095
                  32,            0.016835,            0.021299,          0.00056671,             0.97532,             0.97195,             0.99205,             0.84744,             0.01482,           0.0054208,          0.00020213,           0.0094769,           0.0094769,           0.0094769
                  33,            0.016395,            0.021687,           0.0005129,             0.97722,             0.97604,             0.99206,             0.84849,            0.014855,           0.0054357,          0.00034368,           0.0094434,           0.0094434,           0.0094434
                  34,            0.016259,            0.020577,          0.00051963,             0.97403,             0.97777,             0.99265,             0.84953,            0.014576,           0.0054003,          0.00023385,           0.0094088,           0.0094088,           0.0094088
                  35,            0.016486,            0.021757,          0.00050322,             0.97342,             0.98088,             0.99218,             0.84962,            0.014407,           0.0054261,          0.00036901,           0.0093733,           0.0093733,           0.0093733
                  36,             0.01645,            0.020779,           0.0004755,             0.96841,             0.98168,             0.99275,             0.84799,            0.014902,            0.005386,          0.00017701,           0.0093369,           0.0093369,           0.0093369
                  37,            0.016369,            0.021068,          0.00051085,             0.98378,             0.98064,              0.9931,               0.854,            0.014646,           0.0052625,          0.00017053,           0.0092995,           0.0092995,           0.0092995
                  38,            0.016423,            0.020938,          0.00043442,             0.98298,             0.97377,             0.99218,             0.85175,             0.01487,           0.0053065,          0.00031898,           0.0092611,           0.0092611,           0.0092611
                  39,            0.016245,            0.020475,          0.00046401,             0.98235,             0.97389,             0.99282,               0.853,            0.014631,           0.0053052,          0.00039647,           0.0092219,           0.0092219,           0.0092219
                  40,            0.016305,            0.020697,          0.00046479,             0.97677,             0.98237,             0.99254,             0.85204,             0.01475,           0.0053903,          0.00023091,           0.0091817,           0.0091817,           0.0091817
                  41,            0.016331,            0.020768,          0.00044936,             0.97993,             0.97378,             0.99268,             0.85468,            0.014404,            0.005366,          0.00013144,           0.0091406,           0.0091406,           0.0091406
                  42,            0.016343,            0.020538,          0.00043582,             0.97442,             0.98498,             0.99262,             0.85171,            0.014794,           0.0052963,          0.00017985,           0.0090986,           0.0090986,           0.0090986
                  43,            0.016208,            0.020591,          0.00046433,             0.98152,             0.98097,             0.99321,             0.85663,            0.014584,           0.0053066,          0.00019167,           0.0090557,           0.0090557,           0.0090557
                  44,            0.016198,            0.020525,           0.0004225,             0.96944,             0.98402,             0.99279,             0.85289,             0.01448,           0.0053329,           0.0002171,           0.0090119,           0.0090119,           0.0090119
                  45,            0.016241,            0.020456,          0.00046444,             0.98111,             0.97566,             0.99273,             0.85569,            0.014755,           0.0052518,          0.00033662,           0.0089673,           0.0089673,           0.0089673
                  46,            0.016178,            0.020255,          0.00044215,             0.98159,             0.97428,             0.99311,             0.85509,             0.01443,           0.0053068,          0.00034787,           0.0089218,           0.0089218,           0.0089218
                  47,            0.015966,             0.02074,          0.00046371,             0.97166,             0.98288,              0.9932,             0.85544,            0.014311,           0.0052378,          0.00015719,           0.0088755,           0.0088755,           0.0088755
                  48,            0.015784,            0.020349,          0.00035928,             0.98082,             0.98108,              0.9933,             0.85945,            0.014361,           0.0052291,          0.00015274,           0.0088283,           0.0088283,           0.0088283
                  49,            0.015895,            0.020446,          0.00037426,             0.97421,             0.98678,             0.99359,             0.86029,            0.014149,           0.0052145,          0.00020333,           0.0087804,           0.0087804,           0.0087804
                  50,            0.016014,             0.02107,          0.00043333,             0.98034,             0.97685,             0.99299,             0.85731,            0.014543,           0.0052633,          0.00016308,           0.0087316,           0.0087316,           0.0087316
                  51,            0.015821,            0.021171,          0.00043658,             0.98374,             0.97489,             0.99294,             0.85499,            0.014651,           0.0052939,          0.00018894,            0.008682,            0.008682,            0.008682
                  52,            0.015824,            0.020603,          0.00037978,             0.97629,              0.9833,             0.99313,             0.86228,            0.014509,           0.0051889,          0.00023251,           0.0086316,           0.0086316,           0.0086316
                  53,             0.01609,            0.020581,          0.00041704,             0.97983,             0.97535,             0.99274,             0.86167,            0.014709,           0.0052153,          0.00014947,           0.0085805,           0.0085805,           0.0085805
                  54,             0.01598,            0.020346,          0.00040352,             0.96994,              0.9852,             0.99237,             0.86007,            0.014554,            0.005257,          0.00020783,           0.0085286,           0.0085286,           0.0085286
                  55,            0.015667,            0.020652,          0.00039504,              0.9707,             0.98713,             0.99302,             0.85913,            0.014608,            0.005218,          0.00028569,           0.0084759,           0.0084759,           0.0084759
                  56,            0.015723,            0.020002,          0.00041754,             0.98059,              0.9808,             0.99306,             0.86226,            0.014519,           0.0052294,          0.00026875,           0.0084225,           0.0084225,           0.0084225
                  57,             0.01557,            0.020411,          0.00038649,             0.97673,             0.98916,             0.99336,               0.861,            0.014567,           0.0052302,          0.00010391,           0.0083684,           0.0083684,           0.0083684
                  58,              0.0154,            0.019279,          0.00040964,             0.98417,             0.97841,             0.99288,             0.86296,            0.014565,           0.0052411,          0.00011903,           0.0083136,           0.0083136,           0.0083136
                  59,            0.015732,            0.019223,          0.00039587,             0.98447,             0.98314,             0.99336,             0.86423,            0.014336,           0.0052275,          0.00018265,           0.0082581,           0.0082581,           0.0082581
                  60,            0.015501,            0.021111,           0.0004275,             0.96866,             0.99027,             0.99305,             0.86322,            0.014281,           0.0052068,          0.00014824,           0.0082019,           0.0082019,           0.0082019
                  61,            0.015504,            0.019696,          0.00035669,             0.98544,             0.97735,             0.99307,             0.86439,            0.014557,           0.0051875,           0.0001113,            0.008145,            0.008145,            0.008145
                  62,            0.015395,            0.019703,          0.00032518,             0.97944,             0.98134,             0.99284,             0.86528,            0.014413,           0.0051894,          0.00014844,           0.0080875,           0.0080875,           0.0080875
                  63,            0.015242,            0.018975,          0.00034402,             0.98227,             0.97464,             0.99324,             0.86559,            0.014453,            0.005178,          0.00015969,           0.0080294,           0.0080294,           0.0080294
                  64,            0.015437,            0.019403,          0.00041218,             0.97859,             0.98484,             0.99338,               0.865,            0.014572,           0.0051894,          0.00018222,           0.0079706,           0.0079706,           0.0079706
                  65,            0.015234,            0.019657,          0.00033487,             0.98344,             0.98097,             0.99324,             0.86626,            0.014591,            0.005158,           0.0001636,           0.0079112,           0.0079112,           0.0079112
                  66,            0.015414,            0.020791,          0.00038163,             0.98461,             0.97745,             0.99266,             0.86581,            0.014426,           0.0051579,          0.00021549,           0.0078512,           0.0078512,           0.0078512
                  67,            0.015207,              0.0193,          0.00029464,             0.97823,              0.9801,             0.99318,              0.8644,            0.014312,           0.0051798,           0.0001104,           0.0077907,           0.0077907,           0.0077907
                  68,            0.015581,            0.020525,          0.00030922,              0.9854,             0.97904,             0.99365,             0.86432,            0.014386,             0.00518,           0.0001615,           0.0077296,           0.0077296,           0.0077296
                  69,            0.015357,             0.01947,          0.00037649,             0.98196,             0.98622,             0.99354,              0.8674,            0.014265,           0.0051728,          0.00013223,           0.0076679,           0.0076679,           0.0076679
                  70,            0.015346,             0.02008,          0.00033789,             0.98498,               0.985,             0.99349,             0.86847,            0.014307,           0.0051524,          0.00011391,           0.0076057,           0.0076057,           0.0076057
                  71,            0.015248,            0.019075,          0.00031968,             0.97547,             0.98482,             0.99313,             0.86707,             0.01431,           0.0051819,          9.7786e-05,            0.007543,            0.007543,            0.007543
                  72,            0.015252,            0.020309,          0.00031251,             0.97437,              0.9876,             0.99341,             0.86791,            0.014346,           0.0052001,          8.9326e-05,           0.0074797,           0.0074797,           0.0074797
                  73,            0.015222,            0.020098,           0.0004205,             0.98279,             0.98378,             0.99344,             0.86823,            0.014371,           0.0051579,          0.00011198,            0.007416,            0.007416,            0.007416
                  74,            0.015041,            0.019111,          0.00043763,             0.97946,             0.98606,             0.99337,             0.86522,            0.014393,           0.0051686,           0.0001374,           0.0073518,           0.0073518,           0.0073518
                  75,            0.014999,            0.019796,          0.00042087,              0.9879,             0.97794,             0.99337,              0.8671,            0.014277,           0.0051664,          9.6263e-05,           0.0072872,           0.0072872,           0.0072872
                  76,            0.015174,            0.019518,          0.00032202,             0.98264,             0.98148,             0.99327,             0.86721,            0.014118,           0.0051715,          8.9526e-05,           0.0072221,           0.0072221,           0.0072221
                  77,            0.015044,            0.018679,          0.00028482,             0.98106,             0.98475,             0.99344,             0.86672,            0.014077,            0.005128,          0.00010701,           0.0071566,           0.0071566,           0.0071566
                  78,            0.015005,            0.019066,          0.00036313,             0.98069,             0.98218,             0.99335,             0.86892,            0.014097,           0.0051463,          0.00012583,           0.0070906,           0.0070906,           0.0070906
                  79,            0.014916,            0.018246,          0.00030606,             0.97936,             0.98522,             0.99317,             0.86748,            0.014047,           0.0051506,          0.00012848,           0.0070243,           0.0070243,           0.0070243
                  80,            0.014913,            0.018948,          0.00035413,             0.97869,             0.98615,             0.99334,             0.86842,            0.014152,           0.0051612,           0.0001294,           0.0069576,           0.0069576,           0.0069576
                  81,            0.014951,            0.019611,           0.0003076,              0.9802,             0.98607,             0.99327,             0.86886,            0.014181,           0.0051519,          0.00016097,           0.0068906,           0.0068906,           0.0068906
                  82,            0.014827,            0.019541,          0.00029091,             0.98062,             0.98614,              0.9932,             0.87023,             0.01419,           0.0051272,          0.00018037,           0.0068232,           0.0068232,           0.0068232
                  83,             0.01462,             0.01917,          0.00031177,             0.98276,             0.98343,             0.99308,              0.8701,            0.014244,           0.0051645,          0.00017649,           0.0067555,           0.0067555,           0.0067555
                  84,             0.01478,            0.019791,          0.00032061,             0.98228,             0.98378,             0.99306,             0.86881,            0.014315,           0.0051844,          0.00018019,           0.0066874,           0.0066874,           0.0066874
                  85,            0.014925,            0.019288,          0.00029942,             0.98203,             0.98413,             0.99333,              0.8684,            0.014357,           0.0051564,          0.00016096,           0.0066191,           0.0066191,           0.0066191
                  86,            0.014894,            0.019588,          0.00037004,             0.98774,             0.97986,             0.99348,             0.87176,            0.014419,           0.0051644,          0.00014604,           0.0065505,           0.0065505,           0.0065505
                  87,            0.014555,            0.019197,          0.00028936,             0.98314,             0.98646,             0.99358,             0.86974,            0.014371,           0.0051548,           0.0001288,           0.0064816,           0.0064816,           0.0064816
                  88,            0.014698,            0.019174,          0.00031471,             0.98348,             0.98673,             0.99382,              0.8701,             0.01428,           0.0051546,          0.00014723,           0.0064125,           0.0064125,           0.0064125
                  89,            0.014752,            0.019234,          0.00030339,             0.98109,             0.98756,             0.99371,             0.87007,            0.014287,           0.0051525,          0.00012052,           0.0063432,           0.0063432,           0.0063432
                  90,            0.014696,            0.020001,          0.00030729,             0.98126,             0.98756,             0.99361,             0.86952,            0.014315,           0.0051626,          0.00012087,           0.0062737,           0.0062737,           0.0062737
                  91,            0.014557,            0.018477,          0.00029152,             0.98093,             0.98754,             0.99362,              0.8713,            0.014319,           0.0051801,          0.00013651,            0.006204,            0.006204,            0.006204
                  92,            0.014426,            0.018469,          0.00024662,              0.9806,             0.98722,             0.99356,             0.87212,            0.014318,           0.0051758,          0.00011398,           0.0061341,           0.0061341,           0.0061341
                  93,            0.014549,            0.018893,          0.00025526,             0.98115,             0.98709,             0.99336,             0.87158,            0.014354,           0.0051784,          9.8408e-05,            0.006064,            0.006064,            0.006064
                  94,            0.014883,            0.019187,          0.00036954,             0.98321,             0.98255,             0.99322,             0.87109,             0.01437,           0.0051916,          0.00012081,           0.0059938,           0.0059938,           0.0059938
                  95,             0.01458,            0.018815,          0.00024019,             0.98215,             0.98531,             0.99302,             0.86912,            0.014369,            0.005192,          0.00015727,           0.0059235,           0.0059235,           0.0059235
                  96,            0.014356,            0.018068,          0.00024765,             0.98126,             0.98597,             0.99315,             0.86892,             0.01431,           0.0051797,          0.00015831,           0.0058531,           0.0058531,           0.0058531
                  97,            0.014495,            0.019461,          0.00045535,             0.98166,             0.98483,             0.99316,             0.86978,            0.014248,           0.0051796,          0.00015374,           0.0057826,           0.0057826,           0.0057826
                  98,            0.014634,             0.01901,          0.00027223,             0.98122,             0.98658,             0.99311,             0.87004,            0.014248,           0.0051825,          0.00018124,            0.005712,            0.005712,            0.005712
                  99,            0.014534,            0.018823,          0.00023798,              0.9797,             0.98819,             0.99299,             0.87068,            0.014238,           0.0051829,          0.00018092,           0.0056413,           0.0056413,           0.0056413
                 100,            0.014249,            0.019018,          0.00021395,             0.98178,             0.98455,             0.99315,             0.87101,            0.014283,           0.0051794,          0.00016742,           0.0055707,           0.0055707,           0.0055707
                 101,            0.014317,            0.018672,          0.00028195,             0.98009,             0.98705,             0.99312,             0.86951,            0.014295,           0.0051783,          0.00015291,              0.0055,              0.0055,              0.0055
                 102,            0.014065,             0.01852,           0.0002728,             0.98077,             0.98644,             0.99317,             0.87054,            0.014242,            0.005186,          0.00014369,           0.0054293,           0.0054293,           0.0054293
                 103,            0.014321,            0.018786,          0.00026715,              0.9795,             0.98638,              0.9932,             0.87047,            0.014178,           0.0051901,          0.00013622,           0.0053587,           0.0053587,           0.0053587
                 104,            0.014139,            0.018839,           0.0002399,              0.9823,             0.98642,             0.99321,             0.86965,            0.014188,           0.0051757,          0.00014187,            0.005288,            0.005288,            0.005288
                 105,            0.014074,            0.018715,          0.00025241,              0.9838,             0.98328,             0.99326,             0.87124,            0.014218,           0.0051714,          0.00014295,           0.0052174,           0.0052174,           0.0052174
                 106,            0.014356,            0.018456,          0.00028859,             0.97929,             0.98826,             0.99328,             0.87068,            0.014246,            0.005179,          0.00015275,           0.0051469,           0.0051469,           0.0051469
                 107,            0.014096,             0.01888,          0.00028707,             0.97862,             0.98742,             0.99323,             0.86991,            0.014266,           0.0051802,          0.00015887,           0.0050765,           0.0050765,           0.0050765
                 108,            0.014075,            0.017771,           0.0002144,              0.9798,             0.98716,              0.9933,             0.86995,            0.014292,           0.0051867,          0.00017191,           0.0050062,           0.0050062,           0.0050062
                 109,            0.014096,            0.018719,          0.00018538,             0.97963,             0.98726,             0.99332,             0.87083,            0.014293,           0.0051927,          0.00018635,            0.004936,            0.004936,            0.004936
                 110,            0.013858,            0.018208,          0.00021976,              0.9793,              0.9873,             0.99325,              0.8703,            0.014275,           0.0051935,          0.00017703,           0.0048659,           0.0048659,           0.0048659
                 111,            0.014018,            0.017689,          0.00019992,             0.97907,             0.98741,             0.99332,             0.86969,            0.014267,           0.0051852,          0.00017258,            0.004796,            0.004796,            0.004796
                 112,            0.013883,            0.018243,          0.00020622,             0.98194,             0.98458,             0.99333,             0.86921,            0.014269,           0.0051818,          0.00017965,           0.0047263,           0.0047263,           0.0047263
                 113,             0.01361,            0.018615,          0.00019764,             0.97976,             0.98734,             0.99337,             0.86991,            0.014276,            0.005177,          0.00018256,           0.0046568,           0.0046568,           0.0046568
                 114,            0.013499,             0.01773,          0.00021409,              0.9841,             0.98291,             0.99329,             0.87043,            0.014267,            0.005173,          0.00018208,           0.0045875,           0.0045875,           0.0045875
                 115,            0.013691,            0.018649,          0.00022102,             0.98195,             0.98586,             0.99331,             0.87139,            0.014266,           0.0051769,          0.00016798,           0.0045184,           0.0045184,           0.0045184
                 116,            0.013757,            0.017992,          0.00018126,             0.98346,             0.98442,             0.99327,              0.8709,            0.014265,           0.0051801,          0.00016635,           0.0044495,           0.0044495,           0.0044495
                 117,            0.013605,            0.018166,          0.00017096,             0.98383,             0.98441,             0.99323,             0.87056,            0.014232,             0.00518,          0.00016466,           0.0043809,           0.0043809,           0.0043809
                 118,            0.013714,            0.018196,          0.00020884,             0.98029,             0.98764,             0.99329,             0.87123,            0.014216,           0.0051775,          0.00016497,           0.0043126,           0.0043126,           0.0043126
                 119,            0.013641,             0.01756,          0.00019365,             0.97902,             0.98959,             0.99337,             0.87094,            0.014216,           0.0051753,          0.00016255,           0.0042445,           0.0042445,           0.0042445
                 120,            0.013555,            0.017862,          0.00020899,             0.97929,             0.98992,             0.99341,              0.8711,            0.014219,           0.0051734,          0.00016207,           0.0041768,           0.0041768,           0.0041768
                 121,            0.013645,            0.017964,          0.00018093,             0.97928,             0.98856,             0.99341,             0.87101,            0.014215,           0.0051746,          0.00016025,           0.0041094,           0.0041094,           0.0041094
                 122,            0.013547,            0.017761,          0.00016642,             0.98076,              0.9864,              0.9934,             0.87148,            0.014226,           0.0051757,          0.00016035,           0.0040424,           0.0040424,           0.0040424
                 123,            0.013519,            0.017787,          0.00020562,             0.98104,             0.98638,             0.99341,             0.87146,            0.014219,           0.0051787,          0.00016024,           0.0039757,           0.0039757,           0.0039757
                 124,            0.013583,            0.017893,          0.00019585,             0.98223,             0.98641,             0.99342,             0.87112,            0.014212,           0.0051812,          0.00016141,           0.0039094,           0.0039094,           0.0039094
                 125,            0.013587,            0.017724,          0.00021817,             0.98688,             0.98093,             0.99343,             0.87096,            0.014204,           0.0051833,          0.00015708,           0.0038434,           0.0038434,           0.0038434
                 126,            0.013558,            0.017475,          0.00021448,              0.9868,             0.98093,             0.99346,               0.871,            0.014196,            0.005184,          0.00015271,           0.0037779,           0.0037779,           0.0037779
                 127,            0.013384,            0.017896,          0.00018211,             0.98685,             0.98087,             0.99348,             0.87191,            0.014197,           0.0051867,          0.00015107,           0.0037128,           0.0037128,           0.0037128
                 128,            0.013198,            0.017662,          0.00017207,             0.98696,             0.98026,             0.99345,             0.87221,            0.014196,           0.0051882,          0.00015301,           0.0036482,           0.0036482,           0.0036482
                 129,            0.013311,            0.017658,           0.0001347,             0.98401,              0.9839,             0.99347,             0.87218,            0.014195,           0.0051907,          0.00015439,            0.003584,            0.003584,            0.003584
                 130,            0.013359,            0.018187,          0.00016045,             0.98723,             0.98054,             0.99346,             0.87264,            0.014197,           0.0051925,           0.0001558,           0.0035203,           0.0035203,           0.0035203
                 131,            0.013273,             0.01834,          0.00016712,             0.98685,             0.98047,             0.99342,             0.87277,            0.014196,           0.0051958,          0.00015639,            0.003457,            0.003457,            0.003457
                 132,            0.013153,            0.017684,          0.00016692,              0.9869,             0.98179,             0.99344,             0.87188,            0.014189,           0.0051978,           0.0001548,           0.0033943,           0.0033943,           0.0033943
                 133,            0.013538,            0.017677,          0.00020522,             0.98726,             0.98175,             0.99357,             0.87206,            0.014191,            0.005199,          0.00015459,           0.0033321,           0.0033321,           0.0033321
                 134,            0.013323,            0.017562,           0.0001542,             0.98847,             0.98055,              0.9936,             0.87238,            0.014184,           0.0052006,          0.00015581,           0.0032704,           0.0032704,           0.0032704
                 135,            0.013115,            0.017879,          0.00016712,             0.98298,             0.98438,             0.99342,             0.87261,            0.014184,           0.0052017,          0.00016129,           0.0032093,           0.0032093,           0.0032093
                 136,            0.013064,            0.017222,          0.00016032,             0.98418,              0.9843,             0.99346,              0.8731,            0.014183,           0.0052008,          0.00016723,           0.0031488,           0.0031488,           0.0031488
                 137,            0.012967,            0.017751,          0.00018463,             0.98417,             0.98396,             0.99354,             0.87268,            0.014183,           0.0052002,          0.00016868,           0.0030888,           0.0030888,           0.0030888
                 138,             0.01288,            0.016654,          0.00013645,             0.98382,             0.98361,             0.99346,              0.8728,            0.014186,           0.0052003,          0.00016971,           0.0030294,           0.0030294,           0.0030294
                 139,            0.013136,            0.016541,          0.00013645,             0.98382,              0.9835,             0.99346,              0.8728,            0.014185,            0.005201,          0.00016983,           0.0029706,           0.0029706,           0.0029706
                 140,            0.012943,            0.018086,          0.00015138,             0.98593,             0.98178,             0.99344,             0.87305,            0.014186,           0.0052026,           0.0001707,           0.0029125,           0.0029125,           0.0029125
                 141,            0.012809,            0.016952,           0.0001571,             0.98613,             0.98185,             0.99346,             0.87347,            0.014187,           0.0052047,           0.0001734,            0.002855,            0.002855,            0.002855
                 142,            0.012798,            0.017061,           0.0001198,             0.98605,             0.98152,             0.99343,             0.87356,            0.014191,           0.0052067,          0.00017485,           0.0027981,           0.0027981,           0.0027981
                 143,             0.01268,            0.016392,          0.00013317,             0.98531,             0.98304,             0.99344,             0.87369,            0.014193,           0.0052093,          0.00017754,           0.0027419,           0.0027419,           0.0027419
                 144,            0.012711,            0.016606,          0.00014196,             0.98571,             0.98307,             0.99345,             0.87379,            0.014195,           0.0052107,          0.00017908,           0.0026864,           0.0026864,           0.0026864
                 145,            0.012681,            0.016833,          0.00011898,             0.98572,             0.98307,             0.99349,             0.87391,            0.014197,           0.0052121,          0.00018029,           0.0026316,           0.0026316,           0.0026316
                 146,            0.012785,            0.017756,          0.00013227,             0.98555,             0.98307,             0.99349,             0.87515,            0.014197,           0.0052142,          0.00018054,           0.0025775,           0.0025775,           0.0025775
                 147,            0.012536,            0.016559,           9.584e-05,              0.9856,             0.98302,             0.99347,             0.87498,            0.014195,           0.0052161,          0.00018087,           0.0025241,           0.0025241,           0.0025241
                 148,             0.01286,            0.017593,          0.00013432,             0.98561,             0.98303,             0.99349,             0.87588,            0.014193,           0.0052176,          0.00018322,           0.0024714,           0.0024714,           0.0024714
                 149,            0.012563,            0.016562,          0.00014931,             0.98564,             0.98303,             0.99348,             0.87586,            0.014196,           0.0052197,          0.00018126,           0.0024195,           0.0024195,           0.0024195
                 150,            0.012594,             0.01707,           0.0001139,             0.98436,             0.98307,             0.99348,             0.87632,            0.014203,           0.0052219,          0.00017798,           0.0023684,           0.0023684,           0.0023684
                 151,            0.012537,            0.016223,          0.00013132,             0.98437,             0.98307,             0.99346,             0.87604,            0.014207,           0.0052229,           0.0001753,            0.002318,            0.002318,            0.002318
                 152,            0.012492,             0.01741,          0.00011603,             0.98433,             0.98307,             0.99347,             0.87574,            0.014211,           0.0052242,          0.00017252,           0.0022684,           0.0022684,           0.0022684
                 153,            0.012508,             0.01712,           0.0001195,             0.98444,             0.98307,             0.99345,             0.87595,            0.014214,           0.0052254,          0.00016916,           0.0022196,           0.0022196,           0.0022196
                 154,            0.012362,            0.016334,          0.00013663,             0.98451,             0.98293,             0.99345,             0.87578,            0.014214,           0.0052261,          0.00016667,           0.0021717,           0.0021717,           0.0021717
                 155,            0.012234,            0.016855,          0.00011951,              0.9859,             0.98149,             0.99345,             0.87619,            0.014213,           0.0052269,          0.00016565,           0.0021245,           0.0021245,           0.0021245
                 156,            0.012509,            0.016583,          0.00010362,             0.98592,             0.98149,             0.99345,              0.8764,            0.014213,           0.0052275,          0.00016406,           0.0020782,           0.0020782,           0.0020782
